-0.17887877	0.3063399	0.0011803738	-0.20188737	-0.39809492	-0.3506745	-0.30553836	0.3011895	-0.2540168	0.28346112	-0.25647184	-0.23237391	-0.34368974	-0.35300672	-0.3240218	0.21597712
-0.14327598	0.36264247	-0.051297665	-0.25494933	-0.46305585	-0.33121762	-0.35156566	0.33618537	-0.2879109	0.30647793	-0.24516831	-0.30765536	-0.3595548	-0.37086898	-0.24095038	0.06482767
-0.11316535	0.22631711	0.0073467316	-0.10729391	-0.2981018	-0.2530507	-0.22099666	0.18868129	-0.16129844	0.1801831	-0.17831923	-0.20631826	-0.20319712	-0.2820345	-0.17801613	0.0931808
-0.12571546	0.27048084	-0.046702042	-0.15422873	-0.28823248	-0.25523317	-0.30874678	0.20204331	-0.19503427	0.22410351	-0.23434924	-0.21394242	-0.23809108	-0.25054187	-0.22620092	0.11538364
-0.1412198	0.17308493	0.050311655	-0.109380245	-0.3482875	-0.23937362	-0.23495497	0.19668238	-0.19867007	0.17603372	-0.18031344	-0.14441578	-0.16521893	-0.21856119	-0.20923021	0.035949778
-0.08125112	0.26235047	-0.05686493	-0.07539019	-0.25282946	-0.19660094	-0.25777447	0.23293547	-0.11625751	0.16560858	-0.20370552	-0.12886964	-0.2148196	-0.20347294	-0.23336822	0.14497556
-0.14062715	0.17914677	-0.024356682	-0.1059354	-0.17515744	-0.20799692	-0.23328067	0.23667717	-0.1197424	0.2207912	-0.18417427	-0.13987066	-0.2400654	-0.28255427	-0.19306411	0.079557344
-0.03839461	0.26437536	0.010478657	-0.08530085	-0.34281978	-0.06816501	-0.12563683	0.15317622	-0.055698957	0.113343276	-0.0732009	-0.1316555	-0.16812806	-0.15804312	-0.105753876	0.0017610695
-0.09388683	0.18206829	-0.011260902	-0.097436264	-0.24355012	-0.18787894	-0.18714975	0.16727372	-0.15127139	0.13305175	-0.2056766	-0.18276949	-0.20211941	-0.21901792	-0.18897772	0.065954775
-0.009223434	0.24647105	-0.08224557	-0.09371784	-0.2521178	-0.13147338	-0.14946605	0.15258494	-0.08790214	0.068040945	-0.11609629	-0.047491707	-0.15540259	-0.18400377	-0.08463768	0.07267605
-0.16269368	0.064564	0.12664112	-0.13467161	-0.16739152	-0.16919011	-0.27835384	0.23414741	-0.16964015	0.22840312	-0.19137117	-0.21282364	-0.292367	-0.24282065	-0.22230613	0.10255612
-0.14735262	0.13143505	0.05637535	-0.16359995	-0.1464057	-0.13492867	-0.17432888	0.2078387	-0.17835477	0.21035214	-0.12583467	-0.17555343	-0.14355186	-0.23484409	-0.20642503	0.10471367
-0.15636839	0.056738473	0.103047445	-0.14810133	-0.093256705	-0.15459017	-0.2866562	0.27128264	-0.20994534	0.23588337	-0.19345567	-0.24080941	-0.22402422	-0.2993766	-0.23460703	0.13422503
-0.18785329	-0.065174535	0.11402655	-0.12126504	0.029126225	-0.24833721	-0.19030777	0.24100208	-0.16848698	0.20537522	-0.16801001	-0.20056689	-0.20690694	-0.19633217	-0.20221792	0.12825793
-0.1617513	0.047983818	0.08821958	-0.117202625	-0.049468882	-0.20695324	-0.18317804	0.14704423	-0.20041345	0.20194177	-0.16172853	-0.14571598	-0.15395364	-0.23248363	-0.19304647	0.10784348
-0.09214686	0.019744985	0.02427844	-0.10113982	-0.03209252	-0.20337616	-0.17043154	0.15536745	-0.08670555	0.16749723	-0.2023742	-0.14376138	-0.14280762	-0.24294311	-0.18663342	0.16049083
-0.06145156	0.119097136	0.06254218	-0.1530748	-0.18714279	-0.1952847	-0.22154322	0.13643804	-0.08647474	0.14199789	-0.17201823	-0.120762855	-0.20549263	-0.19806513	-0.18246917	0.1056926
-0.1743127	0.055998825	0.068712935	-0.1396301	-0.04566852	-0.19007505	-0.22462851	0.20247118	-0.14196874	0.24299099	-0.21348056	-0.24303271	-0.2218605	-0.2667554	-0.16302429	0.16998456
-0.058755882	0.036356322	0.09746552	-0.08129471	-0.13311785	-0.1800725	-0.17917518	0.18944207	-0.09996759	0.15214741	-0.11522438	-0.10755374	-0.15400125	-0.18514764	-0.10506653	0.061627798
0.019230198	0.17273714	-0.042396437	-0.059979964	-0.20758627	-0.09787579	-0.06967521	0.118482985	-0.061160494	0.08914544	-0.023638122	-0.035992865	-0.12222205	-0.04735111	-0.077276975	-0.017918542
-0.11145702	0.04633045	0.03904788	-0.049743365	-0.14853467	-0.15436248	-0.09436697	0.10108833	-0.14402302	0.06358258	-0.059278123	-0.124998085	-0.09148221	-0.1410448	-0.10854298	0.033484068
-0.09973219	0.108400464	-0.018967625	-0.0892135	-0.17939854	-0.04961287	-0.11380843	0.14676453	-0.11087748	0.11682775	-0.117950454	-0.12053725	-0.12058405	-0.18556508	-0.062253114	0.034710277
-0.1338167	-0.05892736	0.031422853	-0.14855053	-0.030529689	-0.11944811	-0.15265001	0.19806775	-0.18696031	0.15778722	-0.18012103	-0.19135514	-0.20433895	-0.23503818	-0.12596436	0.14539357
-0.048057403	0.06672472	0.054951794	-0.09124884	-0.07668383	-0.088059366	-0.19144137	0.14402868	-0.10644557	0.13882259	-0.17221424	-0.16436599	-0.15184343	-0.14454412	-0.17769079	0.1298131
-0.011990339	0.11020105	-0.0029273173	-0.07186289	-0.17816441	-0.11181864	-0.09673734	0.03131038	-0.08501657	0.053804517	-0.082166724	-0.04058513	-0.1178997	-0.12113534	-0.07082496	0.038241994
-0.10861928	-0.055396795	0.07935145	-0.14753264	0.02136695	-0.13912381	-0.23857154	0.1474767	-0.14838322	0.12801678	-0.17157345	-0.20688118	-0.20345376	-0.19387281	-0.19105403	0.11597869
-0.056155108	0.10410695	-0.04604249	-0.04430341	-0.13247071	-0.10836166	-0.1083043	0.101964496	-0.045111462	0.10155138	-0.03194103	-0.018063458	-0.10642221	-0.10887843	-0.10405861	0.015822858
0.06170761	0.20926094	-0.072968334	-0.031740136	-0.2098972	0.011923115	-0.08444185	0.03767442	-0.034478314	0.0019772886	-0.04828374	-0.056752946	0.0010635869	-0.034699243	-0.016151464	0.008058884
-0.13501395	0.05696585	0.013877479	-0.14950058	-0.1089613	-0.13381395	-0.16562212	0.094014645	-0.15277585	0.09527907	-0.14540991	-0.16943511	-0.17563298	-0.17838502	-0.11928556	0.028803376
-0.057364628	0.07584441	-0.023466969	-0.07264124	-0.12328034	-0.049418997	-0.09010906	0.11978126	-0.10348481	0.12300496	-0.097135045	-0.02439273	-0.037816633	-0.097102724	-0.031046297	0.013799873
-0.09569104	-0.016061557	0.040267207	-0.10643057	0.013800562	-0.077137515	-0.10708111	0.15863205	-0.13064903	0.18683992	-0.17092068	-0.1848021	-0.19574961	-0.13458917	-0.16106287	0.12253787
-0.2007928	-0.059670456	0.12899737	-0.14356564	0.120337434	-0.17202915	-0.23390174	0.23257081	-0.14532149	0.22730032	-0.15201314	-0.23465602	-0.182237	-0.21107936	-0.1498307	0.124729805
-0.11756692	-0.0395577	0.029420502	-0.08235298	0.004648919	-0.15110801	-0.14722198	0.16092964	-0.12987077	0.14477754	-0.10654617	-0.11781595	-0.1026604	-0.115393355	-0.16895756	0.09320543
-0.13363096	-0.06344798	0.07548688	-0.08109316	-0.01295411	-0.095007665	-0.16174707	0.11459282	-0.1562989	0.20407121	-0.100794524	-0.1648508	-0.16171819	-0.15256606	-0.15355551	0.08340466
-0.16472284	-0.023172172	0.16547215	-0.14097877	0.00874291	-0.13404453	-0.20347254	0.1697721	-0.1793065	0.1396419	-0.21796203	-0.20610999	-0.2100672	-0.18063438	-0.19640921	0.1550346
-0.10495648	-0.049066383	0.13515747	-0.09644385	0.035909854	-0.2021391	-0.19885567	0.21269786	-0.16884841	0.18932451	-0.18764171	-0.14533095	-0.16537626	-0.21767856	-0.15220664	0.15612778
-0.10133642	-0.07362596	0.094767295	-0.16570501	-0.0060940143	-0.1885428	-0.1989177	0.18796678	-0.107866205	0.20059153	-0.102777585	-0.13115112	-0.13282155	-0.14881884	-0.2015889	0.15009046
-0.11178607	-0.011865796	0.053570874	-0.08827013	-0.06892843	-0.07198302	-0.122642376	0.10494879	-0.046641897	0.08057759	-0.17322041	-0.16089527	-0.090260945	-0.16566639	-0.10487241	0.09567146
-0.2340457	-0.1255358	0.085700646	-0.13414453	0.13273485	-0.20332895	-0.2774007	0.24238685	-0.21158747	0.24297014	-0.2638007	-0.20411682	-0.21776377	-0.20922834	-0.19876741	0.18718301
-0.07052407	0.03492264	0.017442504	-0.052399695	-0.055451207	-0.12884307	-0.15846977	0.11602386	-0.06579408	0.12012859	-0.12252254	-0.076004304	-0.09889938	-0.18428361	-0.16710381	0.05063024
-0.04315697	0.06872606	0.07985605	-0.07681432	-0.04504148	-0.04243349	-0.10285421	0.08989764	-0.11952021	0.079147	-0.07056194	-0.062752895	-0.052643448	-0.08608289	-0.08862258	0.023248836
-0.13775493	-0.087937966	0.1955454	-0.16013873	0.08740276	-0.22279133	-0.21695726	0.23012345	-0.21329811	0.16128837	-0.17970654	-0.22239487	-0.20075847	-0.19689249	-0.2145885	0.18271603
-0.091059305	0.073383145	0.022531364	-0.085378505	-0.11867192	-0.07489971	-0.12662482	0.13441291	-0.096627064	0.11820024	-0.07728616	-0.038176376	-0.12391683	-0.09421072	-0.030116003	0.02123209
-0.0007329468	0.17199166	-0.06830512	0.015066773	-0.12273714	-0.039209235	-0.061283473	-0.018049566	0.027873453	-0.013181458	0.009594954	0.01842161	-0.071728945	-0.05959219	-0.0063171866	-0.0251184
0.02427815	0.18139438	-0.083498985	0.07086099	-0.18144305	0.022053152	0.006719488	0.018097382	0.016290998	-0.034216892	-0.012912129	0.013577648	-0.045410506	-0.016667018	0.028463198	-0.0038562452
-0.18261601	-0.16953379	0.16454966	-0.14555548	0.12034647	-0.18440136	-0.224839	0.24258745	-0.23025112	0.21019791	-0.16891602	-0.21389604	-0.17386538	-0.22383326	-0.16190606	0.18388267
